Team,Home,Win,MIN,PTS,FGM,FGA,FGP,3PM,3PA,TPP,FTM,FTA,FTP,OREB,DREB,TRB,AST,STL,BLK,TOV,PF,+/-
CHI,CHI vs. MIA,0,241,93,33,89,0.371,14,33,0.424,13,16,0.813,7,40,47,25,10,2,13,18,-7
MIA,MIA @ CHI,1,240,100,34,75,0.453,13,32,0.406,19,23,0.826,1,44,45,19,9,5,12,14,7
PHX,PHX @ MIN,0,239,108,43,85,0.506,13,26,0.5,9,12,0.75,11,26,37,25,6,1,15,20,-11
BKN,BKN @ MEM,1,239,98,33,74,0.446,13,29,0.448,19,23,0.826,12,31,43,19,7,7,17,22,10
MIN,MIN vs. PHX,1,240,119,49,93,0.527,9,21,0.429,12,17,0.706,19,29,48,24,12,5,10,14,11
LAC,LAC @ SAC,1,239,97,38,80,0.475,9,28,0.321,12,13,0.923,6,31,37,23,11,5,16,13,2
SAC,SAC vs. LAC,0,241,95,38,83,0.458,11,21,0.524,8,9,0.889,8,29,37,19,9,8,18,17,-2
POR,POR @ WAS,1,240,108,41,80,0.513,9,24,0.375,17,22,0.773,6,35,41,18,3,6,16,16,3
OKC,OKC @ DAL,0,241,81,29,80,0.363,13,35,0.371,10,13,0.769,8,31,39,24,12,1,17,15,-16
IND,IND vs. BOS,0,240,98,38,78,0.487,7,23,0.304,15,15,1,10,26,36,20,9,2,18,14,-10
UTA,UTA vs. MIL,1,239,121,46,81,0.568,18,32,0.563,11,19,0.579,5,25,30,31,8,2,10,19,13
DAL,DAL vs. OKC,1,241,97,37,75,0.493,15,35,0.429,8,11,0.727,8,35,43,25,11,5,17,18,16
MIL,MIL @ UTA,0,239,108,41,77,0.532,8,21,0.381,18,23,0.783,8,32,40,19,5,6,16,21,-13
NOP,NOP @ GSW,0,240,95,34,84,0.405,11,31,0.355,16,23,0.696,9,36,45,24,2,9,17,24,-15
ORL,ORL @ PHI,0,240,111,39,86,0.453,12,31,0.387,21,31,0.677,7,34,41,22,8,5,9,17,-19
HOU,HOU vs. NYK,1,240,117,41,94,0.436,18,47,0.383,17,22,0.773,9,33,42,30,12,6,7,15,15
TOR,TOR @ ATL,1,240,112,46,84,0.548,13,32,0.406,7,9,0.778,11,35,46,31,10,3,16,22,34
NYK,NYK @ HOU,0,240,102,42,85,0.494,4,17,0.235,14,19,0.737,6,34,40,29,4,3,18,20,-15
SAS,SAS @ CHA,1,240,106,39,81,0.481,6,25,0.24,22,25,0.88,8,37,45,22,8,7,11,19,20
BOS,BOS @ IND,1,240,108,45,80,0.563,10,25,0.4,8,9,0.889,4,26,30,22,8,4,14,13,10
GSW,GSW vs. NOP,1,239,110,39,94,0.415,10,33,0.303,22,27,0.815,11,33,44,30,11,6,9,24,15
PHI,PHI vs. ORL,1,242,130,48,95,0.505,16,34,0.471,18,20,0.9,11,42,53,35,7,2,11,22,19
WAS,WAS vs. POR,0,241,105,41,89,0.461,8,23,0.348,15,16,0.938,7,30,37,20,9,4,11,17,-3
CHA,CHA vs. SAS,0,238,86,31,84,0.369,4,25,0.16,20,26,0.769,14,28,42,20,7,4,14,19,-20
ATL,ATL vs. TOR,0,241,78,26,75,0.347,6,27,0.222,20,23,0.87,7,25,32,18,9,1,18,15,-34
BKN,BKN vs. POR,0,241,125,50,100,0.5,10,25,0.4,15,21,0.714,13,34,47,25,4,6,9,22,-2
MIN,MIN vs. MIA,0,241,97,37,84,0.44,7,17,0.412,16,26,0.615,13,31,44,21,9,3,10,16,-12
OKC,OKC vs. DET,0,240,98,42,98,0.429,8,32,0.25,6,8,0.75,13,32,45,22,13,6,14,12,-1
PHX,PHX vs. NOP,0,240,91,37,94,0.394,2,20,0.1,15,18,0.833,15,33,48,12,9,6,16,18,-24
DEN,DEN vs. MEM,1,240,104,40,79,0.506,9,32,0.281,15,26,0.577,15,35,50,24,9,4,21,18,12
MIA,MIA @ MIN,1,240,109,38,80,0.475,19,39,0.487,14,16,0.875,9,33,42,29,4,4,13,24,12
TOR,TOR @ IND,0,241,104,40,81,0.494,9,30,0.3,15,20,0.75,7,35,42,17,14,4,18,20,-3
CHI,CHI @ GSW,0,240,94,35,99,0.354,13,36,0.361,11,15,0.733,13,27,40,18,7,2,15,17,-49
DET,DET @ OKC,1,240,99,39,84,0.464,14,37,0.378,7,9,0.778,8,35,43,22,6,5,20,17,1
GSW,GSW vs. CHI,1,240,143,53,91,0.582,16,36,0.444,21,21,1,6,43,49,36,11,11,11,15,49
POR,POR @ BKN,1,239,127,48,96,0.5,6,15,0.4,25,35,0.714,12,33,45,24,5,13,7,16,2
IND,IND vs. TOR,1,239,107,38,83,0.458,11,26,0.423,20,27,0.741,10,31,41,19,10,3,16,18,3
BOS,BOS vs. ORL,1,240,118,42,91,0.462,17,42,0.405,17,25,0.68,13,33,46,27,6,10,8,20,15
ATL,ATL vs. NYK,1,240,116,47,99,0.475,13,31,0.419,9,12,0.75,13,27,40,30,7,2,9,16,12
CLE,CLE vs. CHA,1,240,100,38,83,0.458,13,39,0.333,11,15,0.733,3,42,45,25,4,7,12,24,1
CHA,CHA @ CLE,0,240,99,36,94,0.383,11,29,0.379,16,27,0.593,15,40,55,25,4,3,9,17,-1
ORL,ORL @ BOS,0,241,103,41,95,0.432,9,24,0.375,12,19,0.632,16,35,51,21,6,4,12,16,-15
NYK,NYK @ ATL,0,241,104,40,78,0.513,12,30,0.4,12,14,0.857,5,33,38,30,1,9,20,19,-12
MEM,MEM @ DEN,0,240,92,36,73,0.493,9,24,0.375,11,16,0.688,3,20,23,28,10,3,18,21,-12
NOP,NOP @ PHX,1,241,115,45,91,0.495,9,27,0.333,16,22,0.727,13,36,49,29,10,4,15,18,24
UTA,UTA vs. CHI,1,241,110,40,86,0.465,14,35,0.4,16,19,0.842,8,37,45,23,10,5,7,15,30
POR,POR @ PHI,0,238,81,30,89,0.337,7,26,0.269,14,24,0.583,11,37,48,14,8,6,17,17,-20
PHI,PHI vs. POR,1,240,101,39,90,0.433,11,32,0.344,12,17,0.706,11,46,57,23,12,8,18,21,20
CLE,CLE vs. BKN,1,238,119,43,82,0.524,14,34,0.412,19,27,0.704,4,29,33,21,8,2,10,19,10
SAC,SAC vs. LAL,1,239,113,47,85,0.553,10,21,0.476,9,14,0.643,10,34,44,26,9,4,17,20,11
MIN,MIN vs. ORL,1,240,124,40,87,0.46,8,23,0.348,36,45,0.8,10,32,42,22,9,3,7,17,6
MEM,MEM vs. DAL,0,240,94,37,81,0.457,7,29,0.241,13,14,0.929,6,46,52,25,7,6,17,25,-1
MIA,MIA vs. BOS,1,240,104,40,81,0.494,10,28,0.357,14,16,0.875,7,41,48,20,3,4,16,22,6
ORL,ORL @ MIN,0,240,118,46,91,0.505,12,37,0.324,14,22,0.636,7,37,44,28,4,4,14,31,-6
ATL,ATL vs. LAC,0,240,103,40,83,0.482,10,29,0.345,13,15,0.867,9,27,36,26,10,2,15,20,-13
NYK,NYK vs. TOR,1,240,108,43,93,0.462,8,24,0.333,14,17,0.824,13,34,47,29,8,7,11,19,8
HOU,HOU vs. DEN,1,240,125,45,82,0.549,18,41,0.439,17,23,0.739,8,38,46,30,13,4,18,22,30
CHI,CHI @ UTA,0,240,80,29,78,0.372,5,21,0.238,17,20,0.85,8,35,43,15,3,1,16,21,-30
TOR,TOR @ NYK,0,240,100,37,87,0.425,14,38,0.368,12,18,0.667,12,30,42,21,4,10,15,23,-8
LAC,LAC @ ATL,1,240,116,44,76,0.579,15,30,0.5,13,19,0.684,6,27,33,30,7,4,15,15,13
BOS,BOS @ MIA,0,239,98,35,84,0.417,9,26,0.346,19,27,0.704,7,30,37,19,11,4,11,19,-6
GSW,GSW @ OKC,0,239,91,33,80,0.413,10,31,0.323,15,18,0.833,7,32,39,22,11,8,22,20,-17
WAS,WAS @ CHA,0,265,124,48,99,0.485,11,33,0.333,17,22,0.773,9,34,43,25,4,6,12,29,-5
NOP,NOP vs. SAS,1,241,107,39,81,0.481,7,24,0.292,22,24,0.917,7,38,45,23,7,2,15,18,17
LAL,LAL @ SAC,0,239,102,39,78,0.5,15,29,0.517,9,15,0.6,4,28,32,27,8,4,17,19,-11
CHA,CHA vs. WAS,1,264,129,43,91,0.473,10,28,0.357,33,40,0.825,14,34,48,23,5,5,11,20,5
PHX,PHX vs. MIL,0,265,107,37,93,0.398,7,22,0.318,26,33,0.788,22,38,60,15,7,9,29,26,-6
DEN,DEN @ HOU,0,240,95,35,87,0.402,10,33,0.303,15,23,0.652,15,28,43,19,11,5,19,14,-30
DAL,DAL @ MEM,1,240,95,39,91,0.429,9,28,0.321,8,16,0.5,4,36,40,23,9,2,8,14,1
OKC,OKC vs. GSW,1,241,108,41,90,0.456,8,25,0.32,18,26,0.692,13,37,50,16,15,5,16,21,17
BKN,BKN @ CLE,0,240,109,42,81,0.519,14,37,0.378,11,16,0.688,8,34,42,26,5,2,19,21,-10
MIL,MIL @ PHX,1,263,113,42,97,0.433,8,29,0.276,21,31,0.677,13,29,42,19,16,6,14,30,6
SAS,SAS @ NOP,0,239,90,35,88,0.398,6,24,0.25,14,15,0.933,8,31,39,22,10,5,15,23,-17
CHI,CHI @ LAL,0,241,94,36,94,0.383,11,36,0.306,11,16,0.688,15,39,54,22,4,4,14,19,-9
LAL,LAL vs. CHI,1,241,103,36,90,0.4,13,40,0.325,18,25,0.72,12,41,53,23,7,6,12,16,9
CHA,CHA vs. MIN,1,240,118,42,85,0.494,11,26,0.423,23,29,0.793,11,41,52,22,5,7,17,18,16
IND,IND @ ORL,1,240,105,37,89,0.416,8,20,0.4,23,29,0.793,8,40,48,25,17,4,12,25,8
NOP,NOP vs. OKC,1,241,114,41,80,0.513,7,25,0.28,25,32,0.781,7,42,49,26,8,3,19,22,7
PHI,PHI vs. UTA,1,239,107,44,85,0.518,4,15,0.267,15,22,0.682,9,46,55,20,11,7,19,18,21
UTA,UTA @ PHI,0,239,86,30,85,0.353,9,28,0.321,17,19,0.895,7,27,34,18,16,4,14,19,-21
BOS,BOS @ DAL,1,266,110,38,84,0.452,13,36,0.361,21,26,0.808,5,48,53,24,8,4,17,24,8
ORL,ORL vs. IND,0,239,97,35,84,0.417,13,38,0.342,14,23,0.609,11,39,50,23,6,7,22,20,-8
OKC,OKC @ NOP,0,240,107,38,89,0.427,11,35,0.314,20,26,0.769,9,31,40,22,14,2,14,25,-7
ATL,ATL @ SAS,0,238,85,37,85,0.435,8,30,0.267,3,8,0.375,9,29,38,21,7,7,15,15,-11
MEM,MEM vs. POR,0,242,92,33,86,0.384,8,30,0.267,18,23,0.783,5,30,35,23,6,9,8,26,-8
MIL,MIL vs. WAS,0,240,88,35,79,0.443,4,22,0.182,14,19,0.737,6,27,33,17,10,7,9,19,-11
SAC,SAC vs. DEN,0,241,98,41,86,0.477,8,20,0.4,8,9,0.889,5,29,34,18,11,6,12,19,-16
LAC,LAC @ NYK,0,240,85,30,80,0.375,10,32,0.313,15,21,0.714,10,26,36,20,12,3,21,23,-22
DEN,DEN @ SAC,1,241,114,42,86,0.488,15,32,0.469,15,20,0.75,14,35,49,18,6,3,13,13,16
WAS,WAS @ MIL,1,240,99,39,74,0.527,9,24,0.375,12,17,0.706,8,38,46,23,4,1,16,18,11
SAS,SAS vs. ATL,1,240,96,40,89,0.449,10,31,0.323,6,6,1,14,38,52,29,7,5,18,17,11
DET,DET vs. CLE,0,240,88,34,77,0.442,13,30,0.433,7,13,0.538,7,27,34,23,7,2,14,19,-28
POR,POR @ MEM,1,240,100,33,83,0.398,6,15,0.4,28,32,0.875,15,45,60,11,1,9,15,23,8
DAL,DAL vs. BOS,0,265,102,39,96,0.406,7,33,0.212,17,20,0.85,8,37,45,18,7,3,11,22,-8
CLE,CLE @ DET,1,239,116,42,80,0.525,16,33,0.485,16,17,0.941,7,35,42,28,4,2,11,14,28
MIN,MIN @ CHA,0,240,102,37,90,0.411,6,27,0.222,22,26,0.846,10,28,38,13,8,6,10,21,-16
NYK,NYK vs. LAC,1,240,107,35,81,0.432,13,34,0.382,24,25,0.96,14,37,51,24,11,5,22,26,22
PHX,PHX vs. CHI,1,239,113,45,89,0.506,7,27,0.259,16,22,0.727,9,39,48,32,5,4,12,16,8
BKN,BKN vs. GSW,0,240,111,34,95,0.358,16,48,0.333,27,39,0.692,13,39,52,24,7,2,13,21,-7
LAL,LAL vs. DEN,1,240,127,53,100,0.53,12,32,0.375,9,16,0.563,13,33,46,36,11,5,15,27,18
TOR,TOR vs. WAS,1,240,100,40,90,0.444,10,39,0.256,10,14,0.714,11,37,48,20,8,7,7,19,9
MIN,MIN vs. DET,0,240,97,40,78,0.513,5,22,0.227,12,18,0.667,6,32,38,23,11,4,20,20,-3
DET,DET @ MIN,1,240,100,39,83,0.47,8,25,0.32,14,20,0.7,11,26,37,25,10,2,19,21,3
CHI,CHI @ PHX,0,242,105,42,101,0.416,12,36,0.333,9,14,0.643,12,35,47,20,5,1,11,21,-8
MIA,MIA vs. IND,0,239,95,35,83,0.422,13,37,0.351,12,14,0.857,10,25,35,21,8,2,14,11,-25
WAS,WAS @ TOR,0,241,91,34,81,0.42,11,19,0.579,12,21,0.571,8,35,43,20,5,3,14,12,-9
IND,IND @ MIA,1,241,120,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,25
DEN,DEN @ LAL,0,240,109,36,84,0.429,13,31,0.419,24,35,0.686,17,30,47,18,8,8,20,15,-18
GSW,GSW @ BKN,1,241,118,46,90,0.511,10,24,0.417,16,23,0.696,6,51,57,29,8,14,15,27,7
MIL,MIL @ DAL,0,241,79,28,74,0.378,6,25,0.24,17,31,0.548,8,30,38,13,8,5,12,25,-32
UTA,UTA @ ORL,1,240,125,47,98,0.48,14,34,0.412,17,18,0.944,14,40,54,31,10,4,10,19,40
DAL,DAL vs. MIL,1,241,111,38,79,0.481,19,38,0.5,16,19,0.842,7,42,49,27,7,2,16,26,32
PHI,PHI vs. GSW,0,239,116,47,97,0.485,10,29,0.345,12,16,0.75,11,29,40,28,8,5,11,22,-8
MEM,MEM vs. HOU,0,240,83,31,86,0.36,7,27,0.259,14,19,0.737,15,33,48,18,6,7,12,18,-22
CHA,CHA vs. LAC,1,240,102,34,87,0.391,11,26,0.423,23,29,0.793,8,41,49,20,7,9,8,16,15
BOS,BOS @ ATL,1,240,110,39,82,0.476,16,34,0.471,16,20,0.8,9,32,41,21,9,6,15,22,11
HOU,HOU @ MEM,1,238,105,35,78,0.449,18,43,0.419,17,21,0.81,9,36,45,21,8,9,16,24,22
ORL,ORL vs. UTA,0,241,85,31,81,0.383,8,29,0.276,15,23,0.652,11,35,46,13,10,5,16,20,-40
POR,POR vs. SAC,1,242,102,38,70,0.543,10,21,0.476,16,21,0.762,5,39,44,19,6,8,17,22,10
SAC,SAC @ POR,0,242,90,34,89,0.382,8,17,0.471,14,18,0.778,9,27,36,14,9,4,11,24,-12
GSW,GSW @ PHI,1,241,124,50,91,0.549,7,23,0.304,17,20,0.85,11,37,48,25,5,6,12,18,8
ATL,ATL vs. BOS,0,240,99,37,78,0.474,9,24,0.375,16,20,0.8,6,29,35,24,7,1,13,19,-11
LAC,LAC @ CHA,0,239,87,33,83,0.398,8,29,0.276,13,19,0.684,7,37,44,18,5,6,14,22,-15
CLE,CLE vs. LAC,1,265,118,42,90,0.467,11,33,0.333,23,29,0.793,8,43,51,24,9,4,15,20,5
TOR,TOR vs. NYK,1,240,107,44,78,0.564,9,26,0.346,10,11,0.909,3,37,40,29,4,11,12,19,23
BKN,BKN vs. UTA,1,240,118,43,84,0.512,17,37,0.459,15,20,0.75,4,32,36,27,8,2,12,21,11
CHI,CHI vs. CHA,1,240,123,47,91,0.516,17,34,0.5,12,13,0.923,4,31,35,26,9,2,11,23,3
DET,DET @ IND,0,241,100,39,93,0.419,14,33,0.424,8,10,0.8,11,32,43,20,4,8,11,18,-7
WAS,WAS vs. MIA,0,240,88,32,84,0.381,10,35,0.286,14,16,0.875,7,39,46,18,4,4,12,17,-3
DEN,DEN vs. NOP,1,242,146,56,89,0.629,18,35,0.514,16,21,0.762,13,35,48,37,5,4,14,15,32
UTA,UTA @ BKN,0,239,107,39,79,0.494,12,26,0.462,17,24,0.708,10,29,39,21,6,6,16,19,-11
NOP,NOP @ DEN,0,239,114,48,91,0.527,12,33,0.364,6,10,0.6,8,21,29,32,2,0,13,19,-32
DAL,DAL vs. MIN,0,240,87,32,86,0.372,8,38,0.211,15,17,0.882,11,30,41,18,3,3,11,20,-24
CHA,CHA @ CHI,0,240,120,42,81,0.519,10,21,0.476,26,34,0.765,5,37,42,19,3,2,12,15,-3
MIA,MIA @ WAS,1,240,91,34,83,0.41,10,35,0.286,13,18,0.722,10,42,52,21,6,7,15,19,3
LAL,LAL vs. PHX,0,239,113,45,91,0.495,7,25,0.28,16,24,0.667,9,40,49,26,7,10,19,20,-9
LAC,LAC @ CLE,0,265,113,46,103,0.447,10,35,0.286,11,14,0.786,13,42,55,29,7,10,15,26,-5
POR,POR @ SAC,0,241,82,30,81,0.37,7,25,0.28,15,16,0.938,11,33,44,13,8,1,17,20,-4
IND,IND vs. DET,1,239,107,39,89,0.438,15,28,0.536,14,21,0.667,13,38,51,22,4,5,10,13,7
PHX,PHX @ LAL,1,241,122,48,103,0.466,13,32,0.406,13,19,0.684,9,35,44,28,10,5,13,22,9
OKC,OKC @ SAS,0,241,101,39,89,0.438,9,23,0.391,14,21,0.667,13,28,41,24,7,3,8,22,-3
MIN,MIN @ DAL,1,240,111,39,84,0.464,13,30,0.433,20,23,0.87,11,37,48,27,7,0,10,18,24
NYK,NYK @ TOR,0,239,84,30,91,0.33,9,23,0.391,15,17,0.882,14,29,43,17,7,4,9,12,-23
SAC,SAC vs. POR,1,240,86,36,85,0.424,4,14,0.286,10,15,0.667,12,31,43,20,11,5,13,22,4
SAS,SAS vs. OKC,1,241,104,34,77,0.442,14,35,0.4,22,28,0.786,12,32,44,23,6,7,13,18,3
PHX,PHX vs. HOU,0,241,116,47,104,0.452,10,30,0.333,12,21,0.571,16,31,47,28,9,5,14,22,-26
GSW,GSW @ BOS,0,241,88,33,82,0.402,10,32,0.313,12,19,0.632,7,40,47,22,9,10,15,24,-4
BOS,BOS vs. GSW,1,240,92,26,79,0.329,7,32,0.219,33,38,0.868,7,45,52,15,8,5,15,15,4
HOU,HOU @ PHX,1,240,142,43,90,0.478,21,44,0.477,35,38,0.921,12,39,51,27,9,9,14,20,26
SAS,SAS @ MIN,0,240,86,33,79,0.418,7,24,0.292,13,15,0.867,13,32,45,20,4,4,16,18,-12
PHI,PHI @ LAL,1,241,115,42,86,0.488,7,32,0.219,24,30,0.8,8,44,52,27,7,15,16,19,6
WAS,WAS @ MIA,1,241,102,32,78,0.41,9,19,0.474,29,31,0.935,11,29,40,9,8,2,12,19,9
POR,POR vs. ORL,1,240,99,38,87,0.437,14,27,0.519,9,13,0.692,10,31,41,21,7,2,12,10,5
IND,IND @ MEM,1,241,116,43,85,0.506,12,24,0.5,18,20,0.9,5,31,36,29,6,6,12,17,3
NOP,NOP vs. TOR,0,240,116,46,91,0.505,10,27,0.37,14,14,1,10,22,32,31,13,3,14,21,-9
MIL,MIL vs. DET,1,240,99,38,78,0.487,8,22,0.364,15,20,0.75,11,32,43,24,10,16,15,19,4
SAC,SAC @ ATL,0,242,80,31,88,0.352,6,28,0.214,12,20,0.6,11,18,29,18,12,2,12,19,-43
ATL,ATL vs. SAC,1,239,126,50,79,0.633,16,32,0.5,10,16,0.625,9,44,53,40,9,6,18,23,43
CHA,CHA vs. CLE,0,240,107,41,86,0.477,6,26,0.231,19,28,0.679,8,33,41,21,7,5,13,19,-8
ORL,ORL @ POR,0,239,94,37,79,0.468,11,29,0.379,9,9,1,7,34,41,19,6,4,15,16,-5
LAL,LAL vs. PHI,0,241,109,42,109,0.385,3,27,0.111,22,27,0.815,22,35,57,18,7,6,9,23,-6
CLE,CLE @ CHA,1,240,115,42,95,0.442,13,38,0.342,18,20,0.9,16,35,51,25,9,4,13,24,8
CHI,CHI @ OKC,0,239,79,26,75,0.347,11,29,0.379,16,20,0.8,6,32,38,16,7,2,13,27,-13
UTA,UTA @ NYK,0,239,101,34,79,0.43,17,35,0.486,16,17,0.941,9,28,37,19,5,10,13,23,-5
OKC,OKC vs. CHI,1,241,92,26,72,0.361,8,30,0.267,32,37,0.865,11,37,48,15,7,2,13,19,13
MIN,MIN vs. SAS,1,239,98,39,87,0.448,9,18,0.5,11,16,0.688,11,30,41,27,9,4,6,16,12
DET,DET @ MIL,0,240,95,30,85,0.353,15,37,0.405,20,23,0.87,17,28,45,23,7,3,16,20,-4
MEM,MEM vs. IND,0,238,113,44,86,0.512,8,32,0.25,17,22,0.773,11,32,43,29,5,10,14,19,-3
NYK,NYK vs. UTA,1,239,106,38,81,0.469,9,21,0.429,21,25,0.84,12,33,45,18,4,5,11,19,5
MIA,MIA vs. WAS,0,240,93,32,78,0.41,13,30,0.433,16,19,0.842,12,30,42,15,3,3,17,20,-9
TOR,TOR @ NOP,1,240,125,45,76,0.592,16,34,0.471,19,20,0.95,6,31,37,27,8,6,21,20,9
SAS,SAS @ DAL,1,240,97,35,79,0.443,6,26,0.231,21,27,0.778,8,39,47,18,9,7,12,16,6
HOU,HOU vs. TOR,0,241,113,33,79,0.418,12,39,0.308,35,41,0.854,14,34,48,21,4,4,19,27,-16
TOR,TOR @ HOU,1,242,129,41,78,0.526,14,30,0.467,33,42,0.786,5,31,36,28,11,4,12,30,16
BKN,BKN vs. BOS,0,240,102,39,88,0.443,14,35,0.4,10,16,0.625,9,34,43,26,4,3,14,24,-7
BOS,BOS @ BKN,1,239,109,39,86,0.453,9,27,0.333,22,27,0.815,9,40,49,15,8,3,14,14,7
DAL,DAL vs. SAS,0,241,91,33,81,0.407,10,34,0.294,15,18,0.833,5,35,40,18,7,4,15,23,-6
NOP,NOP vs. ATL,1,240,106,41,75,0.547,13,33,0.394,11,17,0.647,7,31,38,31,10,5,19,13,1
CLE,CLE @ NYK,1,240,104,35,88,0.398,16,45,0.356,18,22,0.818,14,34,48,21,7,7,20,21,3
DEN,DEN @ POR,0,239,82,30,84,0.357,9,32,0.281,13,15,0.867,12,23,35,13,9,2,20,16,-17
LAL,LAL @ PHX,1,241,100,39,92,0.424,14,33,0.424,8,13,0.615,9,44,53,17,6,6,16,20,7
POR,POR vs. DEN,1,240,99,38,73,0.521,7,21,0.333,16,18,0.889,8,35,43,22,12,5,21,18,17
LAC,LAC vs. PHI,0,240,105,36,82,0.439,12,32,0.375,21,32,0.656,9,25,34,16,8,4,15,26,-4
ATL,ATL @ NOP,0,240,105,40,87,0.46,17,36,0.472,8,9,0.889,10,26,36,25,14,1,16,18,-1
PHX,PHX vs. LAL,0,240,93,37,95,0.389,7,26,0.269,12,20,0.6,11,43,54,15,6,4,15,17,-7
MEM,MEM @ MIL,0,240,103,37,76,0.487,11,26,0.423,18,21,0.857,8,29,37,21,5,1,14,25,-7
GSW,GSW vs. ORL,1,239,110,44,88,0.5,8,23,0.348,14,16,0.875,12,38,50,35,3,5,16,21,10
NYK,NYK vs. CLE,0,240,101,38,88,0.432,8,25,0.32,17,22,0.773,13,36,49,19,13,3,17,21,-3
MIL,MIL vs. MEM,1,240,110,40,82,0.488,12,22,0.545,18,25,0.72,10,26,36,23,6,5,9,19,7
PHI,PHI @ LAC,1,239,109,38,77,0.494,7,32,0.219,26,35,0.743,10,41,51,27,9,2,20,26,4
WAS,WAS vs. SAC,1,239,110,44,86,0.512,11,34,0.324,11,12,0.917,10,40,50,30,7,1,11,21,18
UTA,UTA vs. MIN,0,239,98,37,84,0.44,14,40,0.35,10,11,0.909,8,23,31,23,8,4,15,23,-11
SAC,SAC @ WAS,0,239,92,34,84,0.405,12,23,0.522,12,18,0.667,10,25,35,19,8,4,10,15,-18
MIN,MIN @ UTA,1,240,109,37,71,0.521,10,20,0.5,25,29,0.862,5,35,40,22,9,5,15,13,11
ORL,ORL @ GSW,0,239,100,37,88,0.42,10,32,0.313,16,18,0.889,4,31,35,26,10,3,11,18,-10
BOS,BOS vs. TOR,1,239,95,35,87,0.402,10,26,0.385,15,19,0.789,15,31,46,24,9,2,14,18,1
DAL,DAL @ OKC,0,239,99,37,87,0.425,11,37,0.297,14,18,0.778,11,30,41,18,9,4,20,20,-13
HOU,HOU @ IND,1,243,118,43,90,0.478,17,47,0.362,15,18,0.833,10,37,47,24,10,5,13,20,23
IND,IND vs. HOU,0,242,95,37,83,0.446,8,22,0.364,13,21,0.619,7,34,41,18,5,7,13,15,-23
MIA,MIA @ DET,0,240,103,39,90,0.433,13,37,0.351,12,16,0.75,7,32,39,25,8,5,9,22,-9
TOR,TOR @ BOS,0,240,94,32,69,0.464,10,24,0.417,20,23,0.87,6,30,36,18,8,8,17,20,-1
DET,DET vs. MIA,1,241,112,42,87,0.483,14,28,0.5,14,20,0.7,11,43,54,24,2,5,13,17,9
OKC,OKC vs. DAL,1,239,112,36,72,0.5,15,32,0.469,25,33,0.758,3,34,37,21,10,4,15,23,13
CHI,CHI @ SAS,0,241,94,40,86,0.465,6,23,0.261,8,13,0.615,5,23,28,22,9,4,13,15,-39
SAS,SAS vs. CHI,1,240,133,51,85,0.6,18,27,0.667,13,16,0.813,8,36,44,33,5,6,13,16,39
MIL,MIL vs. LAL,1,239,98,35,85,0.412,6,23,0.261,22,26,0.846,9,33,42,16,11,4,12,27,8
CLE,CLE @ DAL,1,241,111,35,81,0.432,12,31,0.387,29,35,0.829,10,43,53,18,8,3,17,18,7
DAL,DAL vs. CLE,0,240,104,39,92,0.424,10,34,0.294,16,21,0.762,9,33,42,21,7,3,10,26,-7
BKN,BKN @ UTA,0,241,106,35,76,0.461,7,23,0.304,29,39,0.744,10,31,41,13,7,4,17,22,-10.6
MEM,MEM @ HOU,0,239,96,38,79,0.481,6,20,0.3,14,18,0.778,5,36,41,23,9,5,19,20,-15
NYK,NYK vs. SAC,1,240,118,47,90,0.522,12,27,0.444,12,15,0.8,8,32,40,29,6,6,11,22,27
UTA,UTA vs. BKN,1,239,114,41,85,0.482,11,29,0.379,21,25,0.84,12,32,44,19,12,3,16,29,12
PHX,PHX vs. MIN,1,242,118,46,86,0.535,10,26,0.385,16,24,0.667,7,39,46,21,4,10,18,25,8
HOU,HOU vs. MEM,1,242,111,37,83,0.446,16,45,0.356,21,28,0.75,11,35,46,18,14,4,15,19,15
GSW,GSW vs. PHI,1,241,135,48,82,0.585,14,27,0.519,25,26,0.962,4,35,39,31,15,11,22,23,21
SAC,SAC @ NYK,0,241,91,30,80,0.375,7,22,0.318,24,30,0.8,11,31,42,19,6,4,13,18,-27
WAS,WAS vs. ATL,1,241,113,42,78,0.538,7,24,0.292,22,28,0.786,11,31,42,22,14,10,23,22,19
LAL,LAL @ MIL,0,240,90,31,74,0.419,6,22,0.273,22,37,0.595,8,40,48,21,7,9,21,22,-8
NOP,NOP vs. LAC,1,241,111,43,80,0.538,6,16,0.375,19,24,0.792,8,43,51,26,7,4,23,19,8
LAC,LAC @ NOP,0,238,103,35,86,0.407,10,26,0.385,23,27,0.852,8,29,37,16,12,1,11,24,-8
PHI,PHI @ GSW,0,240,114,44,94,0.468,12,28,0.429,14,20,0.7,13,25,38,30,10,2,19,19,-21
ATL,ATL @ WAS,0,240,94,34,83,0.41,14,33,0.424,12,17,0.706,10,22,32,19,11,1,24,23,-19
DEN,DEN vs. ORL,1,241,125,46,87,0.529,12,29,0.414,21,27,0.778,13,37,50,29,9,4,12,16,18
ORL,ORL @ DEN,0,239,107,41,87,0.471,11,31,0.355,14,20,0.7,8,28,36,24,7,5,12,19,-18
MIN,MIN @ PHX,0,240,110,39,96,0.406,4,20,0.2,28,35,0.8,19,28,47,16,12,4,11,21,-8
